dataset,method,sample_size,recall_mean,recall_median,recall_std,recall_min,recall_max,precision_mean,precision_median,precision_std,precision_min,precision_max,igd_mean,igd_median,igd_std,igd_min,igd_max,hv_diff_mean,hv_diff_median,hv_diff_std,hv_diff_min,hv_diff_max,sample_pct_first,dataset_size_first,pred_pf_size_mean,true_pf_size_first
SS-I,Random,50,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.1253,0.0852,0.1375,0.0,0.3322,0.0347,0.0237,0.0387,0.0,0.1076,4.63,1080,3.65,1
SS-I,Random,100,0.25,0.0,0.4443,0.0,1.0,0.25,0.0,0.4443,0.0,1.0,0.0186,0.0,0.0656,0.0,0.2888,0.0047,0.0,0.017,0.0,0.0747,9.26,1080,1.55,1
SS-I,Random,200,0.1,0.0,0.3078,0.0,1.0,0.1,0.0,0.3078,0.0,1.0,0.0014,0.0002,0.0021,0.0,0.0058,0.0,0.0,0.0,0.0,0.0001,18.52,1080,1.75,1
SS-I,Random,250,0.15,0.0,0.3663,0.0,1.0,0.15,0.0,0.3663,0.0,1.0,0.0017,0.0,0.0025,0.0,0.0081,0.0,0.0,0.0,0.0,0.0002,23.15,1080,1.9,1
SS-I,Sobol,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397,0.0,0.1068,0.0,0.3724,0.0135,0.0,0.0365,0.0,0.1386,4.63,1080,1.55,1
SS-I,Sobol,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0024,0.0,0.0083,0.0,0.0,0.0001,0.0,0.0003,9.26,1080,1.25,1
SS-I,Sobol,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.002,0.0,0.0083,0.0,0.0,0.0001,0.0,0.0003,18.52,1080,1.35,1
SS-I,Sobol,250,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.0003,0.0,0.0008,0.0,0.0025,0.0,0.0,0.0,0.0,0.0001,23.15,1080,1.15,1
SS-I,Stratified,50,0.1,0.0,0.3078,0.0,1.0,0.1,0.0,0.3078,0.0,1.0,0.0288,0.0,0.0766,0.0,0.3185,0.0079,0.0,0.0205,0.0,0.0844,4.63,1080,1.35,1
SS-I,Stratified,100,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.0006,0.0,0.0013,0.0,0.0053,0.0,0.0,0.0,0.0,0.0001,9.26,1080,1.3,1
SS-I,Stratified,200,0.15,0.0,0.3663,0.0,1.0,0.15,0.0,0.3663,0.0,1.0,0.0017,0.0001,0.0028,0.0,0.0113,0.0,0.0,0.0,0.0,0.0001,18.52,1080,1.65,1
SS-I,Stratified,250,0.15,0.0,0.3663,0.0,1.0,0.15,0.0,0.3663,0.0,1.0,0.0011,0.0,0.0018,0.0,0.0055,0.0,0.0,0.0,0.0,0.0001,23.15,1080,1.3,1
SS-M,ActiveLearning,50,0.0929,0.0,0.1333,0.0,0.4286,0.2061,0.0,0.3616,0.0,1.0,0.005,0.0047,0.0019,0.0026,0.0104,0.0001,0.0,0.0001,0.0,0.0005,5.79,864,5.6,7
SS-M,ActiveLearning,100,0.0571,0.0,0.1077,0.0,0.4286,0.114,0.0,0.2484,0.0,1.0,0.0044,0.0042,0.0012,0.0023,0.0073,0.0001,0.0,0.0002,0.0,0.0006,11.57,864,4.05,7
SS-M,ActiveLearning,200,0.0929,0.0,0.1333,0.0,0.4286,0.1672,0.0,0.2664,0.0,1.0,0.0032,0.003,0.0007,0.0022,0.005,0.0001,0.0,0.0001,0.0,0.0004,23.15,864,5.7,7
SS-M,ActiveLearning,250,0.1429,0.1429,0.1537,0.0,0.5714,0.2325,0.1909,0.2735,0.0,1.0,0.0033,0.003,0.001,0.002,0.0062,0.0001,0.0001,0.0001,0.0,0.0002,28.94,864,7.0,7
SS-M,Clustering,50,0.2071,0.1429,0.15,0.0,0.4286,0.1672,0.1504,0.1474,0.0,0.5,0.0034,0.0034,0.0006,0.0024,0.0048,0.0001,0.0,0.0001,0.0,0.0004,5.79,864,14.3,7
SS-M,Clustering,100,0.1929,0.1429,0.1065,0.0,0.4286,0.3695,0.3333,0.2807,0.0,1.0,0.0032,0.003,0.0008,0.0023,0.0053,0.0001,0.0,0.0001,0.0,0.0003,11.57,864,5.1,7
SS-M,Clustering,200,0.2929,0.2857,0.157,0.0,0.5714,0.3779,0.3429,0.2648,0.0,0.8,0.0026,0.0026,0.0007,0.0015,0.0043,0.0001,0.0,0.0001,0.0,0.0003,23.15,864,7.75,7
SS-M,Clustering,250,0.3857,0.4286,0.174,0.0,0.7143,0.4291,0.4038,0.2872,0.0,1.0,0.0023,0.0022,0.0008,0.0006,0.0041,0.0,0.0,0.0001,0.0,0.0002,28.94,864,8.05,7
SS-M,Diversity,50,0.1571,0.1429,0.1026,0.0,0.2857,0.452,0.5,0.3858,0.0,1.0,0.004,0.0034,0.0015,0.002,0.0062,0.0,0.0,0.0,0.0,0.0001,5.79,864,4.9,7
SS-M,Diversity,100,0.2,0.1429,0.1421,0.0,0.4286,0.4261,0.5,0.3157,0.0,1.0,0.0034,0.0034,0.0009,0.0018,0.0053,0.0,0.0,0.0001,0.0,0.0002,11.57,864,4.2,7
SS-M,Diversity,200,0.2429,0.1429,0.1678,0.0,0.5714,0.4715,0.3667,0.3085,0.0,1.0,0.0035,0.003,0.0012,0.0021,0.0062,0.0,0.0,0.0001,0.0,0.0002,23.15,864,4.55,7
SS-M,Diversity,250,0.3786,0.4286,0.1689,0.1429,0.7143,0.4021,0.3333,0.2202,0.1429,0.75,0.0027,0.0023,0.0008,0.0018,0.0044,0.0,0.0,0.0001,0.0,0.0002,28.94,864,7.6,7
SS-M,LHS,50,0.1571,0.1429,0.1303,0.0,0.4286,0.2774,0.1825,0.3051,0.0,1.0,0.0039,0.0034,0.0012,0.0024,0.0062,0.0001,0.0,0.0001,0.0,0.0003,5.79,864,6.45,7
SS-M,LHS,100,0.1929,0.1429,0.1161,0.0,0.4286,0.3348,0.25,0.2971,0.0,1.0,0.0033,0.003,0.001,0.0019,0.0062,0.0001,0.0001,0.0001,0.0,0.0003,11.57,864,5.2,7
SS-M,LHS,200,0.4071,0.4286,0.1624,0.1429,0.7143,0.5734,0.5,0.2891,0.1111,1.0,0.0027,0.0024,0.001,0.001,0.0044,0.0,0.0,0.0,0.0,0.0001,23.15,864,6.15,7
SS-M,LHS,250,0.3929,0.3571,0.1663,0.1429,0.8571,0.4738,0.4451,0.2213,0.0833,1.0,0.0026,0.0024,0.0009,0.0011,0.0045,0.0,0.0,0.0001,0.0,0.0001,28.94,864,6.8,7
SS-M,Random,50,0.0786,0.0,0.1085,0.0,0.2857,0.1628,0.0,0.3131,0.0,1.0,0.0036,0.0037,0.0009,0.0021,0.0062,0.0001,0.0001,0.0001,0.0,0.0006,5.79,864,5.65,7
SS-M,Random,100,0.2286,0.2143,0.1343,0.0,0.4286,0.4006,0.2857,0.3083,0.0,1.0,0.0036,0.0035,0.0011,0.0022,0.0062,0.0001,0.0,0.0001,0.0,0.0002,11.57,864,5.6,7
SS-M,Random,200,0.25,0.2857,0.1726,0.0,0.5714,0.3296,0.275,0.2816,0.0,1.0,0.0028,0.0027,0.0005,0.0021,0.0038,0.0001,0.0,0.0001,0.0,0.0005,23.15,864,6.5,7
SS-M,Random,250,0.3714,0.3571,0.2194,0.1429,0.8571,0.4267,0.2967,0.3341,0.1111,1.0,0.0025,0.0024,0.001,0.0006,0.0049,0.0001,0.0,0.0001,0.0,0.0002,28.94,864,7.4,7
SS-M,Sobol,50,0.1071,0.0,0.1663,0.0,0.5714,0.2061,0.0,0.3281,0.0,1.0,0.0039,0.0037,0.001,0.0027,0.0062,0.0,0.0,0.0001,0.0,0.0003,5.79,864,4.8,7
SS-M,Sobol,100,0.1643,0.1429,0.1333,0.0,0.4286,0.3857,0.3333,0.3692,0.0,1.0,0.0032,0.0029,0.0012,0.002,0.0062,0.0,0.0,0.0001,0.0,0.0003,11.57,864,4.75,7
SS-M,Sobol,200,0.35,0.3571,0.1267,0.1429,0.5714,0.5204,0.45,0.2859,0.1429,1.0,0.0027,0.0025,0.0005,0.0022,0.004,0.0,0.0,0.0001,0.0,0.0002,23.15,864,5.55,7
SS-M,Sobol,250,0.3857,0.4286,0.186,0.0,0.7143,0.5062,0.5,0.279,0.0,1.0,0.0024,0.0024,0.0006,0.0016,0.0035,0.0001,0.0,0.0001,0.0,0.0004,28.94,864,6.0,7
SS-M,Stratified,50,0.0786,0.0,0.098,0.0,0.2857,0.1831,0.0,0.2742,0.0,1.0,0.0036,0.0033,0.0011,0.0022,0.0062,0.0,0.0,0.0001,0.0,0.0002,5.79,864,3.8,7
SS-M,Stratified,100,0.1214,0.0714,0.1412,0.0,0.4286,0.1478,0.0714,0.1875,0.0,0.5,0.0032,0.0031,0.0008,0.0022,0.0047,0.0,0.0,0.0001,0.0,0.0002,11.57,864,6.05,7
SS-M,Stratified,200,0.2429,0.2857,0.1612,0.0,0.5714,0.3877,0.3333,0.3508,0.0,1.0,0.0028,0.0026,0.0009,0.0015,0.0049,0.0,0.0,0.0,0.0,0.0001,23.15,864,6.7,7
SS-M,Stratified,250,0.3643,0.4286,0.1938,0.1429,0.7143,0.3953,0.3333,0.2656,0.0769,1.0,0.0026,0.0026,0.0007,0.0014,0.004,0.0001,0.0001,0.0001,0.0,0.0001,28.94,864,7.65,7
Wine_quality,ActiveLearning,50,0.0625,0.0,0.1966,0.0,0.75,0.0154,0.0,0.0535,0.0,0.2308,0.176,0.1712,0.0633,0.0584,0.3038,0.1257,0.1192,0.0796,0.0046,0.2594,3.13,1599,11.0,4
Wine_quality,ActiveLearning,100,0.3,0.125,0.3403,0.0,1.0,0.322,0.125,0.3801,0.0,1.0,0.1216,0.1166,0.054,0.0477,0.2806,0.0757,0.0527,0.0611,0.0017,0.2176,6.25,1599,5.35,4
Wine_quality,ActiveLearning,200,0.5,0.5,0.3717,0.0,1.0,0.6083,0.75,0.4189,0.0,1.0,0.0774,0.089,0.0492,0.0,0.1521,0.0357,0.0307,0.03,0.0,0.0939,12.51,1599,3.85,4
Wine_quality,ActiveLearning,250,0.5875,0.625,0.3828,0.0,1.0,0.6033,0.7083,0.4132,0.0,1.0,0.0498,0.0231,0.0553,0.0,0.154,0.0408,0.0094,0.0499,0.0,0.1283,15.63,1599,4.15,4
Wine_quality,Clustering,50,0.025,0.0,0.0769,0.0,0.25,0.0101,0.0,0.0377,0.0,0.1667,0.1661,0.1592,0.0491,0.0796,0.2578,0.0838,0.0753,0.0562,0.0042,0.2107,3.13,1599,9.75,4
Wine_quality,Clustering,100,0.1,0.0,0.1496,0.0,0.5,0.1403,0.0,0.2089,0.0,0.5,0.1332,0.1413,0.0279,0.0564,0.1672,0.0733,0.0411,0.0728,0.0001,0.1935,6.25,1599,5.4,4
Wine_quality,Clustering,200,0.35,0.25,0.1496,0.0,0.5,0.318,0.225,0.1828,0.0,0.6667,0.0874,0.0816,0.0247,0.0502,0.1409,0.0257,0.0222,0.0199,0.0051,0.095,12.51,1599,4.8,4
Wine_quality,Clustering,250,0.425,0.5,0.1175,0.25,0.5,0.3329,0.3333,0.1663,0.1111,0.6667,0.0674,0.0645,0.0166,0.0307,0.0962,0.0214,0.0193,0.0118,0.0019,0.0543,15.63,1599,5.8,4
Wine_quality,Diversity,50,0.0375,0.0,0.0916,0.0,0.25,0.0458,0.0,0.113,0.0,0.3333,0.0904,0.0781,0.0392,0.0177,0.1762,0.0577,0.0476,0.0403,0.0059,0.1535,3.13,1599,2.95,4
Wine_quality,Diversity,100,0.475,0.5,0.0769,0.25,0.5,0.6375,0.6667,0.1463,0.25,1.0,0.0445,0.0551,0.0328,0.0077,0.127,0.0338,0.0431,0.0238,0.0054,0.07,6.25,1599,3.05,4
Wine_quality,Diversity,200,0.5,0.5,0.0,0.5,0.5,0.645,0.6667,0.0686,0.4,0.6667,0.0226,0.0077,0.023,0.0077,0.0645,0.0191,0.0054,0.0213,0.0054,0.0539,12.51,1599,3.15,4
Wine_quality,Diversity,250,0.5,0.5,0.0,0.5,0.5,0.6667,0.6667,0.0,0.6667,0.6667,0.0077,0.0077,0.0,0.0077,0.0077,0.0054,0.0054,0.0,0.0054,0.0054,15.63,1599,3.0,4
Wine_quality,LHS,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402,0.1252,0.049,0.0813,0.2771,0.072,0.0541,0.0613,0.0019,0.2127,3.13,1599,6.95,4
Wine_quality,LHS,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1197,0.1224,0.0278,0.0854,0.1967,0.0736,0.0875,0.0445,0.0019,0.1524,6.25,1599,6.0,4
Wine_quality,LHS,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0885,0.0172,0.0781,0.1271,0.0716,0.0642,0.0271,0.0162,0.1244,12.51,1599,5.75,4
Wine_quality,LHS,250,0.0125,0.0,0.0559,0.0,0.25,0.0167,0.0,0.0745,0.0,0.3333,0.1032,0.1018,0.0112,0.0781,0.1192,0.0784,0.0734,0.016,0.0424,0.124,15.63,1599,4.6,4
Wine_quality,Random,50,0.0625,0.0,0.1375,0.0,0.5,0.0458,0.0,0.0992,0.0,0.3333,0.1493,0.1434,0.0562,0.0457,0.2633,0.0866,0.0561,0.0807,0.0041,0.2409,3.13,1599,7.75,4
Wine_quality,Random,100,0.15,0.0,0.2487,0.0,0.75,0.1186,0.0,0.21,0.0,0.6667,0.1329,0.1255,0.0408,0.0667,0.2361,0.0916,0.0967,0.0563,0.0199,0.2126,6.25,1599,6.55,4
Wine_quality,Random,200,0.1375,0.0,0.1898,0.0,0.5,0.1646,0.0,0.2364,0.0,0.6667,0.099,0.1065,0.0445,0.0123,0.1611,0.0467,0.0308,0.0482,0.0,0.1444,12.51,1599,4.4,4
Wine_quality,Random,250,0.1875,0.25,0.2127,0.0,0.75,0.2085,0.225,0.2207,0.0,0.6667,0.0886,0.0842,0.0434,0.0077,0.1501,0.0513,0.0469,0.0329,0.0048,0.0973,15.63,1599,4.6,4
Wine_quality,Sobol,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315,0.1175,0.061,0.0759,0.3544,0.0545,0.0304,0.072,0.0019,0.2944,3.13,1599,6.45,4
Wine_quality,Sobol,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1215,0.1145,0.033,0.0803,0.2151,0.0616,0.0384,0.0625,0.0019,0.1869,6.25,1599,6.3,4
Wine_quality,Sobol,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0991,0.0979,0.0168,0.0781,0.1415,0.0882,0.0803,0.0244,0.0593,0.124,12.51,1599,5.0,4
Wine_quality,Sobol,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1037,0.1028,0.0099,0.0781,0.1271,0.0819,0.0803,0.0162,0.0593,0.1293,15.63,1599,4.85,4
Wine_quality,Stratified,50,0.125,0.0,0.2068,0.0,0.5,0.1,0.0,0.1611,0.0,0.4,0.1463,0.1346,0.0626,0.0621,0.293,0.0842,0.0426,0.0911,0.0034,0.3251,3.13,1599,6.9,4
Wine_quality,Stratified,100,0.125,0.0,0.2628,0.0,1.0,0.0875,0.0,0.1653,0.0,0.5,0.1397,0.1195,0.0602,0.0558,0.2728,0.0952,0.0873,0.0628,0.0127,0.213,6.25,1599,5.3,4
Wine_quality,Stratified,200,0.1875,0.0,0.2795,0.0,1.0,0.1471,0.0,0.1916,0.0,0.5,0.1158,0.1151,0.0377,0.0665,0.1982,0.1021,0.1012,0.0613,0.0044,0.2164,12.51,1599,5.5,4
Wine_quality,Stratified,250,0.25,0.25,0.2294,0.0,0.75,0.2493,0.2222,0.2452,0.0,0.75,0.089,0.0963,0.0347,0.0231,0.1347,0.0684,0.0569,0.041,0.0134,0.1516,15.63,1599,5.6,4
accessories,ActiveLearning,50,0.508,0.527,0.3775,0.027,0.979,0.6487,0.5954,0.1505,0.3993,0.973,0.0355,0.0294,0.0226,0.008,0.0903,0.3018,0.3466,0.1423,0.0293,0.5001,4.46,1121,569.55,666
accessories,ActiveLearning,100,0.3527,0.1329,0.3345,0.0285,0.9279,0.7209,0.6864,0.1365,0.5767,0.9429,0.0333,0.0293,0.0146,0.0104,0.059,0.2402,0.2899,0.1674,0.0191,0.5241,8.92,1121,384.55,666
accessories,ActiveLearning,200,0.2917,0.2192,0.2307,0.0435,0.7508,0.8027,0.8303,0.1093,0.5409,0.9375,0.035,0.0364,0.0207,0.0099,0.0799,0.1635,0.1833,0.14,0.0031,0.3765,17.84,1121,268.35,666
accessories,ActiveLearning,250,0.2298,0.1464,0.2225,0.042,0.7072,0.8547,0.8611,0.0847,0.6897,1.0,0.0267,0.027,0.0124,0.01,0.0428,0.102,0.0247,0.1248,0.0017,0.2963,22.3,1121,188.45,666
accessories,Clustering,50,0.4123,0.4812,0.2653,0.027,0.8018,0.6743,0.6478,0.099,0.5475,0.9259,0.0521,0.049,0.0203,0.0102,0.1033,0.263,0.3423,0.148,0.0027,0.375,4.46,1121,433.75,666
accessories,Clustering,100,0.3015,0.2245,0.2435,0.0255,0.7748,0.7992,0.85,0.1413,0.5751,0.9688,0.0447,0.045,0.0191,0.0122,0.0803,0.1331,0.0414,0.1495,0.0053,0.3633,8.92,1121,293.7,666
accessories,Clustering,200,0.1491,0.1044,0.1141,0.0571,0.5105,0.9485,0.9498,0.0251,0.9024,0.9853,0.0161,0.0132,0.0146,0.0003,0.071,0.0182,0.0079,0.0343,0.0007,0.1517,17.84,1121,105.3,666
accessories,Clustering,250,0.1637,0.1441,0.0879,0.0556,0.3408,0.953,0.9587,0.0273,0.8867,0.9925,0.0103,0.0093,0.0055,0.0018,0.0271,0.0159,0.0076,0.0187,0.0028,0.0545,22.3,1121,114.4,666
accessories,Diversity,50,0.1044,0.0593,0.0987,0.024,0.3739,0.8203,0.8232,0.0869,0.6755,1.0,0.019,0.0172,0.0096,0.0065,0.0391,0.0961,0.08,0.067,0.0198,0.2441,4.46,1121,88.75,666
accessories,Diversity,100,0.1387,0.1261,0.079,0.033,0.2673,0.9293,0.9468,0.0461,0.8519,0.9848,0.0138,0.015,0.0051,0.002,0.0214,0.0799,0.0991,0.035,0.0003,0.111,8.92,1121,101.15,666
accessories,Diversity,200,0.248,0.2545,0.1293,0.0465,0.536,0.9193,0.9306,0.0602,0.775,0.986,0.0081,0.0078,0.0065,0.0006,0.0286,0.0187,0.0075,0.022,0.003,0.0934,17.84,1121,180.1,666
accessories,Diversity,250,0.3018,0.3138,0.1035,0.1261,0.521,0.9416,0.9521,0.0512,0.7574,0.9889,0.0057,0.0036,0.0053,0.0001,0.0176,0.0173,0.0042,0.026,0.0007,0.0977,22.3,1121,213.75,666
accessories,LHS,50,0.1017,0.0751,0.0668,0.0255,0.2327,0.8319,0.863,0.1131,0.5309,0.9868,0.0299,0.0214,0.0291,0.0062,0.1251,0.1595,0.1651,0.1025,0.0216,0.3054,4.46,1121,85.9,666
accessories,LHS,100,0.1332,0.0728,0.1121,0.0315,0.3529,0.8954,0.8966,0.054,0.768,0.9783,0.0202,0.0191,0.0093,0.0045,0.0484,0.1313,0.0989,0.0938,0.0053,0.2588,8.92,1121,100.95,666
accessories,LHS,200,0.1922,0.1179,0.1359,0.0631,0.4384,0.9271,0.9333,0.0502,0.8198,1.0,0.0108,0.0086,0.0079,0.0001,0.0347,0.0338,0.0199,0.0372,0.0002,0.1101,17.84,1121,141.4,666
accessories,LHS,250,0.3259,0.298,0.1082,0.1862,0.5405,0.9463,0.9644,0.0526,0.8337,1.0,0.0062,0.007,0.0049,0.0,0.0156,0.0239,0.0191,0.0329,0.0001,0.1214,22.3,1121,233.2,666
accessories,Random,50,0.4324,0.4084,0.3395,0.018,0.9114,0.6627,0.63,0.0946,0.5569,0.8667,0.0502,0.0455,0.0255,0.0223,0.1169,0.2737,0.3289,0.1305,0.0006,0.4237,4.46,1121,471.85,666
accessories,Random,100,0.4332,0.5285,0.2614,0.0375,0.9084,0.6946,0.6224,0.1464,0.5214,0.9489,0.0485,0.0402,0.0312,0.0046,0.1028,0.2632,0.332,0.1354,0.0097,0.3881,8.92,1121,468.4,666
accessories,Random,200,0.3576,0.2372,0.2946,0.0375,0.8183,0.8093,0.8633,0.135,0.5659,0.9581,0.0396,0.0307,0.0235,0.0081,0.1022,0.1531,0.0476,0.1562,0.0087,0.4277,17.84,1121,331.9,666
accessories,Random,250,0.3261,0.2725,0.2176,0.0601,0.8423,0.9023,0.9177,0.083,0.6118,0.9784,0.0267,0.0218,0.0168,0.0006,0.0709,0.0809,0.0247,0.1188,0.0005,0.3657,22.3,1121,252.7,666
accessories,Sobol,50,0.1076,0.0968,0.0791,0.024,0.3754,0.8588,0.8857,0.0883,0.6098,0.9552,0.0274,0.0223,0.0222,0.0082,0.1098,0.1678,0.1983,0.1118,0.0071,0.3542,4.46,1121,88.75,666
accessories,Sobol,100,0.1326,0.1021,0.0822,0.042,0.2883,0.9172,0.9194,0.0415,0.8333,1.0,0.0159,0.0143,0.0098,0.0033,0.0442,0.0883,0.0743,0.0756,0.0021,0.275,8.92,1121,97.05,666
accessories,Sobol,200,0.2823,0.3033,0.1071,0.0826,0.4234,0.9383,0.942,0.0442,0.8249,1.0,0.008,0.0086,0.0062,0.0005,0.0207,0.0458,0.0341,0.0437,0.0002,0.1563,17.84,1121,202.3,666
accessories,Sobol,250,0.2931,0.2673,0.0973,0.1081,0.4655,0.9654,0.9702,0.0354,0.8587,1.0,0.0086,0.0088,0.0057,0.0007,0.0195,0.0392,0.0195,0.0437,0.0003,0.1559,22.3,1121,204.25,666
accessories,Stratified,50,0.3776,0.4662,0.2803,0.0315,0.9114,0.7215,0.663,0.1354,0.5619,0.9388,0.0563,0.0498,0.0301,0.0185,0.1223,0.2342,0.2958,0.1498,0.0063,0.4004,4.46,1121,400.1,666
accessories,Stratified,100,0.3629,0.4354,0.2768,0.0315,0.7538,0.7206,0.6253,0.1466,0.5653,0.9559,0.0437,0.0457,0.0239,0.0078,0.1002,0.2312,0.2896,0.1307,0.0078,0.3635,8.92,1121,384.25,666
accessories,Stratified,200,0.3026,0.289,0.2063,0.0586,0.6817,0.8747,0.9215,0.1208,0.5832,0.9756,0.03,0.0249,0.0203,0.0072,0.0736,0.0945,0.0145,0.1336,0.0011,0.3563,17.84,1121,258.75,666
accessories,Stratified,250,0.2242,0.2177,0.1177,0.0871,0.4474,0.9377,0.9528,0.0426,0.8052,0.985,0.0169,0.0115,0.016,0.0017,0.0601,0.0437,0.0129,0.0793,0.0003,0.2717,22.3,1121,160.35,666
auto93,ActiveLearning,50,0.3,0.2692,0.2041,0.0,0.6154,0.2622,0.2427,0.1866,0.0,0.6667,0.1968,0.1463,0.0959,0.1196,0.3756,0.0702,0.0517,0.0568,0.0054,0.2299,12.56,398,21.4,13
auto93,ActiveLearning,100,0.25,0.1923,0.1849,0.0,0.6154,0.2052,0.1835,0.1244,0.0,0.5,0.1681,0.1539,0.0591,0.0892,0.3376,0.0558,0.0528,0.0368,0.0031,0.1382,25.13,398,18.95,13
auto93,ActiveLearning,200,0.3115,0.3462,0.1355,0.0769,0.5385,0.2905,0.2565,0.1672,0.0588,0.6667,0.1451,0.1483,0.0414,0.0597,0.2264,0.0545,0.0369,0.0399,0.0077,0.1219,50.25,398,16.55,13
auto93,ActiveLearning,250,0.4077,0.4231,0.1299,0.2308,0.6154,0.4643,0.4773,0.2361,0.1842,1.0,0.1419,0.1391,0.0172,0.1188,0.188,0.068,0.0731,0.0435,0.0016,0.1266,62.81,398,14.4,13
auto93,Clustering,50,0.1692,0.1538,0.1133,0.0,0.4615,0.1816,0.1165,0.2371,0.0,1.0,0.1541,0.1301,0.0857,0.0991,0.4712,0.0516,0.0391,0.0392,0.0039,0.1511,12.56,398,18.65,13
auto93,Clustering,100,0.2538,0.2308,0.071,0.0769,0.3846,0.3692,0.3818,0.128,0.1429,0.6,0.1598,0.1578,0.0256,0.132,0.2468,0.0702,0.097,0.0454,0.0017,0.1099,25.13,398,9.4,13
auto93,Clustering,200,0.4038,0.3846,0.0784,0.3077,0.6154,0.5019,0.5,0.0839,0.3846,0.7,0.1289,0.1282,0.005,0.12,0.1416,0.0278,0.0091,0.0314,0.0001,0.0787,50.25,398,10.5,13
auto93,Clustering,250,0.6423,0.6154,0.0573,0.4615,0.6923,0.9392,0.95,0.0698,0.75,1.0,0.121,0.1205,0.0049,0.1134,0.1284,0.1044,0.1051,0.004,0.0953,0.109,62.81,398,8.9,13
auto93,Diversity,50,0.2115,0.1538,0.093,0.0769,0.4615,0.2864,0.2614,0.1675,0.0714,0.75,0.1537,0.1506,0.0205,0.1174,0.2094,0.0817,0.0855,0.0367,0.003,0.1267,12.56,398,12.0,13
auto93,Diversity,100,0.4769,0.4615,0.1238,0.3077,0.6923,0.6395,0.625,0.1319,0.3636,0.8889,0.1496,0.1464,0.0227,0.1178,0.188,0.0985,0.1148,0.0309,0.0137,0.1264,25.13,398,10.1,13
