dataset,method,sample_size,recall_mean,recall_median,recall_std,recall_min,recall_max,precision_mean,precision_median,precision_std,precision_min,precision_max,igd_mean,igd_median,igd_std,igd_min,igd_max,hv_diff_mean,hv_diff_median,hv_diff_std,hv_diff_min,hv_diff_max,sample_pct_first,dataset_size_first,pred_pf_size_mean,true_pf_size_first
auto93,Diversity,200,0.5808,0.6154,0.0682,0.4615,0.6923,0.7681,0.7889,0.1039,0.5455,0.9,0.133,0.1359,0.007,0.1143,0.1392,0.0785,0.1135,0.0532,0.0001,0.1261,50.25,398,9.9,13
auto93,Diversity,250,0.6154,0.6154,0.0558,0.5385,0.6923,0.804,0.8,0.0718,0.6667,0.9,0.1336,0.1359,0.0062,0.1145,0.1392,0.1182,0.1178,0.0054,0.1115,0.1307,62.81,398,10.0,13
auto93,LHS,50,0.1731,0.1538,0.1576,0.0,0.6923,0.2296,0.1396,0.2521,0.0,1.0,0.2336,0.229,0.0724,0.1027,0.3928,0.1264,0.1325,0.0521,0.0039,0.2522,12.56,398,22.7,13
auto93,LHS,100,0.2615,0.2308,0.1041,0.0769,0.5385,0.346,0.25,0.2439,0.0909,1.0,0.1725,0.1682,0.038,0.1335,0.311,0.0621,0.0626,0.0358,0.0045,0.1248,25.13,398,14.2,13
auto93,LHS,200,0.45,0.4615,0.1418,0.2308,0.6923,0.4876,0.4702,0.158,0.1765,0.8571,0.1387,0.143,0.0288,0.0412,0.1806,0.0807,0.0919,0.0349,0.0025,0.1222,50.25,398,12.55,13
auto93,LHS,250,0.6231,0.6154,0.1026,0.4615,0.9231,0.8187,0.8091,0.1548,0.4615,1.0,0.1281,0.1336,0.0247,0.0278,0.1443,0.097,0.1017,0.0233,0.0015,0.1113,62.81,398,10.2,13
auto93,Random,50,0.2808,0.3077,0.1698,0.0,0.6154,0.2238,0.2053,0.1092,0.0,0.5,0.145,0.1491,0.0347,0.0682,0.1957,0.0697,0.0714,0.0381,0.002,0.1308,12.56,398,17.05,13
auto93,Random,100,0.3346,0.3462,0.1418,0.0,0.5385,0.3847,0.3529,0.2238,0.0,0.8333,0.1472,0.1412,0.0429,0.0587,0.2555,0.0665,0.0828,0.0433,0.007,0.1287,25.13,398,13.1,13
auto93,Random,200,0.5538,0.5769,0.1186,0.3077,0.6923,0.6575,0.6417,0.1881,0.3636,1.0,0.1022,0.1138,0.0424,0.0149,0.169,0.0538,0.0398,0.0462,0.0017,0.124,50.25,398,11.35,13
auto93,Random,250,0.6923,0.6923,0.0998,0.5385,0.9231,0.7847,0.7692,0.1156,0.5294,1.0,0.082,0.0838,0.0498,0.009,0.139,0.0529,0.0456,0.0464,0.0014,0.1102,62.81,398,11.7,13
auto93,Sobol,50,0.2038,0.1154,0.177,0.0,0.6154,0.2013,0.1446,0.1638,0.0,0.6667,0.2293,0.21,0.0503,0.1531,0.3172,0.1287,0.1286,0.0439,0.0228,0.1992,12.56,398,21.1,13
auto93,Sobol,100,0.2038,0.1923,0.1204,0.0769,0.4615,0.2584,0.2034,0.1885,0.05,0.6667,0.2006,0.1888,0.057,0.1444,0.3477,0.0785,0.0873,0.0392,0.002,0.1363,25.13,398,14.45,13
auto93,Sobol,200,0.4231,0.4615,0.1014,0.2308,0.5385,0.593,0.6515,0.2181,0.16,0.8571,0.1447,0.1444,0.0129,0.1271,0.1711,0.0939,0.1033,0.033,0.0114,0.1227,50.25,398,10.6,13
auto93,Sobol,250,0.6462,0.6154,0.1233,0.4615,1.0,0.7652,0.8091,0.1478,0.5,1.0,0.1268,0.1316,0.0249,0.0292,0.1496,0.0959,0.1007,0.0229,0.0101,0.1237,62.81,398,11.45,13
auto93,Stratified,50,0.2769,0.2308,0.1485,0.0769,0.6154,0.2207,0.224,0.0983,0.0714,0.4,0.1534,0.142,0.0551,0.0918,0.349,0.0717,0.0792,0.0454,0.0029,0.1396,12.56,398,18.35,13
auto93,Stratified,100,0.3538,0.3846,0.0947,0.1538,0.4615,0.3403,0.3125,0.1448,0.1667,0.7143,0.1324,0.1377,0.0439,0.0344,0.1964,0.0615,0.0619,0.0433,0.0037,0.1197,25.13,398,14.85,13
auto93,Stratified,200,0.5385,0.4615,0.1518,0.2308,0.7692,0.5673,0.6,0.1694,0.2143,0.9,0.0828,0.0721,0.0449,0.0341,0.1627,0.0353,0.0079,0.0446,0.0,0.126,50.25,398,12.75,13
auto93,Stratified,250,0.6692,0.6923,0.1119,0.3846,0.8462,0.6865,0.7033,0.1861,0.4118,1.0,0.0772,0.0676,0.0491,0.0143,0.1537,0.0499,0.036,0.0392,0.0023,0.1215,62.81,398,13.3,13
coc1000,ActiveLearning,50,0.201,0.2049,0.1435,0.0139,0.6319,0.2015,0.1991,0.0796,0.0833,0.3488,0.3011,0.3019,0.021,0.2666,0.3402,0.3092,0.3041,0.0626,0.1822,0.4295,5.0,1000,150.8,144
coc1000,ActiveLearning,100,0.2517,0.2847,0.134,0.0417,0.4653,0.2417,0.2494,0.0507,0.1387,0.3226,0.244,0.248,0.014,0.2039,0.2639,0.2118,0.2146,0.0402,0.1352,0.2805,10.0,1000,152.95,144
coc1000,ActiveLearning,200,0.2111,0.2014,0.0665,0.1042,0.3472,0.3121,0.3279,0.0778,0.1648,0.459,0.1874,0.1859,0.0118,0.1611,0.208,0.1281,0.1238,0.0265,0.0613,0.1812,20.0,1000,103.65,144
coc1000,ActiveLearning,250,0.2271,0.2118,0.0707,0.1319,0.3681,0.3071,0.2996,0.0523,0.2202,0.4173,0.171,0.1699,0.0117,0.1468,0.1903,0.108,0.1026,0.0307,0.0619,0.2067,25.0,1000,109.35,144
coc1000,Clustering,50,0.2771,0.2708,0.1161,0.0972,0.4375,0.239,0.2222,0.0668,0.1497,0.4146,0.2864,0.281,0.0206,0.257,0.3352,0.2837,0.2898,0.0684,0.1733,0.3878,5.0,1000,183.65,144
coc1000,Clustering,100,0.2118,0.1979,0.0729,0.0972,0.3889,0.2929,0.3104,0.0609,0.1547,0.3837,0.2248,0.2236,0.0143,0.2023,0.2526,0.1901,0.1868,0.0394,0.1176,0.2788,10.0,1000,109.55,144
coc1000,Clustering,200,0.2378,0.2465,0.054,0.1458,0.3542,0.4099,0.418,0.0823,0.1976,0.5362,0.17,0.1678,0.0137,0.1489,0.1964,0.1056,0.1061,0.029,0.0629,0.1819,20.0,1000,85.7,144
coc1000,Clustering,250,0.2427,0.2396,0.0419,0.1806,0.3472,0.4288,0.432,0.0511,0.3398,0.5244,0.1481,0.1522,0.0124,0.1204,0.1641,0.0812,0.0761,0.0262,0.0481,0.1358,25.0,1000,82.15,144
coc1000,Diversity,50,0.1594,0.0625,0.1715,0.0347,0.4861,0.2956,0.29,0.0764,0.1918,0.4348,0.2829,0.2814,0.0193,0.2475,0.3104,0.2438,0.2491,0.0455,0.1432,0.3132,5.0,1000,95.1,144
coc1000,Diversity,100,0.1028,0.0972,0.0196,0.0764,0.1389,0.3836,0.3801,0.0648,0.2895,0.5263,0.2234,0.2229,0.0151,0.1938,0.2525,0.1569,0.1533,0.0302,0.117,0.2255,10.0,1000,38.6,144
coc1000,Diversity,200,0.2323,0.2326,0.0193,0.2014,0.2778,0.5018,0.5041,0.0474,0.4203,0.5932,0.1565,0.1585,0.0113,0.1254,0.1743,0.1073,0.1121,0.0152,0.0759,0.1295,20.0,1000,66.95,144
coc1000,Diversity,250,0.2889,0.2917,0.0178,0.25,0.3264,0.5722,0.5683,0.0604,0.4744,0.6923,0.1336,0.1339,0.0078,0.1215,0.1514,0.0849,0.0858,0.0131,0.0643,0.1053,25.0,1000,73.2,144
coc1000,LHS,50,0.2795,0.2743,0.1127,0.1389,0.5208,0.2313,0.2325,0.0526,0.1302,0.331,0.2908,0.2904,0.0246,0.2529,0.3523,0.2869,0.2858,0.0603,0.1991,0.4618,5.0,1000,184.65,144
coc1000,LHS,100,0.2118,0.2257,0.0629,0.1181,0.375,0.2896,0.2912,0.056,0.1714,0.3684,0.2165,0.2141,0.0158,0.1931,0.2507,0.174,0.1668,0.0393,0.1188,0.2348,10.0,1000,110.0,144
coc1000,LHS,200,0.267,0.2431,0.0793,0.1736,0.4583,0.4199,0.4084,0.0653,0.3209,0.5972,0.1621,0.164,0.0139,0.141,0.1957,0.0972,0.0908,0.024,0.0449,0.1464,20.0,1000,92.55,144
coc1000,LHS,250,0.2997,0.2778,0.0489,0.2361,0.3958,0.4509,0.4557,0.0588,0.3364,0.5616,0.1442,0.1459,0.0094,0.124,0.1592,0.0899,0.0839,0.0192,0.0578,0.1385,25.0,1000,96.9,144
coc1000,Random,50,0.2271,0.2257,0.111,0.0347,0.4167,0.2463,0.2409,0.073,0.1515,0.4091,0.2827,0.2815,0.0228,0.2361,0.3364,0.2711,0.2797,0.0685,0.1249,0.405,5.0,1000,150.15,144
coc1000,Random,100,0.2188,0.2292,0.0772,0.0972,0.3542,0.3144,0.3031,0.0848,0.1858,0.5,0.229,0.2288,0.0155,0.2054,0.2545,0.206,0.2154,0.0504,0.0994,0.3038,10.0,1000,109.05,144
coc1000,Random,200,0.2583,0.2465,0.0611,0.1597,0.3542,0.4333,0.4259,0.0694,0.3026,0.5543,0.1654,0.1655,0.0112,0.1459,0.1849,0.0969,0.0949,0.0268,0.0528,0.1545,20.0,1000,86.4,144
coc1000,Random,250,0.2726,0.2674,0.0489,0.2083,0.4028,0.4554,0.4416,0.0781,0.3191,0.6212,0.1534,0.1533,0.0098,0.1346,0.1721,0.0939,0.0938,0.0247,0.0437,0.1414,25.0,1000,87.75,144
coc1000,Sobol,50,0.3184,0.3194,0.1067,0.1319,0.6667,0.2214,0.221,0.0465,0.1424,0.3222,0.2757,0.2759,0.0208,0.2354,0.3173,0.2715,0.2734,0.0627,0.1533,0.3771,5.0,1000,215.45,144
coc1000,Sobol,100,0.1997,0.2083,0.0672,0.0764,0.3264,0.3015,0.3026,0.0773,0.1653,0.4576,0.2209,0.2215,0.0156,0.1971,0.2485,0.1713,0.1715,0.0339,0.0999,0.2339,10.0,1000,99.85,144
coc1000,Sobol,200,0.2837,0.2917,0.058,0.1806,0.3889,0.3907,0.381,0.0529,0.2857,0.4719,0.1655,0.1636,0.0123,0.1425,0.1889,0.1155,0.1281,0.0311,0.0361,0.1512,20.0,1000,105.8,144
coc1000,Sobol,250,0.2913,0.2778,0.0471,0.1944,0.3889,0.4558,0.4444,0.0653,0.3451,0.6081,0.1437,0.1442,0.01,0.1279,0.1674,0.0906,0.0908,0.019,0.0577,0.1253,25.0,1000,93.2,144
coc1000,Stratified,50,0.2917,0.2917,0.153,0.0417,0.5625,0.2441,0.2463,0.0563,0.1304,0.3548,0.2933,0.2876,0.0293,0.2468,0.3711,0.2927,0.2881,0.069,0.1551,0.4357,5.0,1000,179.3,144
coc1000,Stratified,100,0.2378,0.2465,0.1212,0.0625,0.4722,0.2961,0.2901,0.057,0.1698,0.3939,0.2225,0.2244,0.0124,0.2018,0.2447,0.1771,0.1797,0.039,0.0945,0.2341,10.0,1000,117.8,144
coc1000,Stratified,200,0.2503,0.2465,0.0573,0.1667,0.3681,0.4229,0.4101,0.0806,0.284,0.6275,0.1703,0.1721,0.0148,0.1452,0.1995,0.1086,0.1086,0.0377,0.0307,0.1794,20.0,1000,89.7,144
coc1000,Stratified,250,0.2774,0.2708,0.0378,0.2153,0.3611,0.4484,0.4277,0.0707,0.3486,0.6234,0.1525,0.1508,0.0129,0.1252,0.1827,0.098,0.0942,0.031,0.0471,0.1627,25.0,1000,90.3,144
home_data,ActiveLearning,50,0.1833,0.1667,0.1313,0.0,0.5,0.1804,0.042,0.3178,0.0,1.0,0.4047,0.3766,0.1263,0.267,0.8437,0.3121,0.3391,0.187,0.0093,0.6621,3.42,1460,31.45,6
home_data,ActiveLearning,100,0.475,0.5,0.1647,0.1667,0.8333,0.7361,1.0,0.3816,0.0667,1.0,0.249,0.2384,0.0775,0.1136,0.5237,0.1389,0.0311,0.1743,0.003,0.4721,6.85,1460,7.1,6
home_data,ActiveLearning,200,0.575,0.5,0.1008,0.5,0.8333,1.0,1.0,0.0,1.0,1.0,0.1921,0.2073,0.0438,0.0775,0.2488,0.0244,0.0203,0.0185,0.0006,0.0759,13.7,1460,3.45,6
home_data,ActiveLearning,250,0.55,0.5,0.0784,0.5,0.6667,1.0,1.0,0.0,1.0,1.0,0.1914,0.2098,0.0442,0.099,0.2386,0.0241,0.0233,0.0113,0.0056,0.0475,17.12,1460,3.3,6
home_data,Clustering,50,0.45,0.5,0.1631,0.1667,0.6667,0.0348,0.0284,0.024,0.0089,0.0909,0.3964,0.3948,0.082,0.2693,0.5768,0.5959,0.6301,0.1239,0.2782,0.8123,3.42,1460,101.95,6
home_data,Clustering,100,0.3167,0.3333,0.2016,0.0,0.8333,0.3105,0.0489,0.4071,0.0,1.0,0.4624,0.3936,0.1806,0.2654,0.8437,0.4625,0.4333,0.1557,0.0934,0.7302,6.85,1460,45.05,6
home_data,Clustering,200,0.3167,0.3333,0.1068,0.1667,0.5,0.4433,0.45,0.1436,0.1,0.75,0.2824,0.2652,0.093,0.1577,0.5073,0.1572,0.0303,0.1739,0.006,0.4907,13.7,1460,5.35,6
home_data,Clustering,250,0.3417,0.3333,0.1265,0.0,0.5,0.4537,0.5,0.1457,0.0,0.6667,0.2302,0.2198,0.052,0.1524,0.3482,0.0672,0.0221,0.1128,0.0002,0.3867,17.12,1460,6.65,6
home_data,Diversity,50,0.3583,0.3333,0.0611,0.3333,0.5,0.5698,0.6333,0.109,0.4,0.6667,0.2323,0.2285,0.018,0.2121,0.2836,0.0241,0.0209,0.0166,0.0005,0.0647,3.42,1460,3.95,6
home_data,Diversity,100,0.4083,0.3333,0.1144,0.3333,0.6667,0.4726,0.4643,0.1062,0.2857,0.6667,0.2192,0.2201,0.0256,0.1517,0.2414,0.0351,0.0366,0.0154,0.0002,0.0583,6.85,1460,5.25,6
home_data,Diversity,200,0.6833,0.6667,0.1068,0.5,0.8333,0.6952,0.6667,0.1534,0.5,1.0,0.1196,0.1159,0.0353,0.0638,0.1543,0.0147,0.016,0.0113,0.0003,0.0369,13.7,1460,6.0,6
home_data,Diversity,250,0.6667,0.6667,0.1081,0.5,0.8333,0.6626,0.6667,0.0965,0.5,1.0,0.1317,0.153,0.0298,0.0623,0.1543,0.012,0.0101,0.0078,0.001,0.0269,17.12,1460,6.05,6
home_data,LHS,50,0.4,0.5,0.1368,0.0,0.5,0.2007,0.1208,0.1912,0.0,0.6,0.3735,0.3866,0.0745,0.2587,0.4869,0.4169,0.506,0.2186,0.0203,0.7009,3.42,1460,31.8,6
home_data,LHS,100,0.4583,0.5,0.074,0.3333,0.5,0.3865,0.25,0.2612,0.0833,0.75,0.2914,0.2808,0.0552,0.1765,0.4214,0.2611,0.3748,0.2178,0.0028,0.5246,6.85,1460,11.65,6
home_data,LHS,200,0.6417,0.6667,0.0611,0.5,0.6667,0.7575,0.8,0.1017,0.4286,0.8,0.1887,0.1836,0.0164,0.1756,0.2386,0.0167,0.0173,0.0103,0.0,0.0359,13.7,1460,5.15,6
home_data,LHS,250,0.6417,0.6667,0.0816,0.5,0.8333,0.7708,0.8,0.105,0.3333,0.8333,0.1809,0.1757,0.0148,0.146,0.2179,0.0268,0.0183,0.039,0.0002,0.187,17.12,1460,5.1,6
home_data,Random,50,0.275,0.3333,0.2043,0.0,0.6667,0.058,0.024,0.1449,0.0,0.6667,0.3785,0.3799,0.0757,0.1862,0.5031,0.4914,0.549,0.1965,0.0538,0.7327,3.42,1460,55.35,6
home_data,Random,100,0.3,0.3333,0.2066,0.0,0.6667,0.091,0.075,0.1144,0.0,0.5,0.3466,0.3383,0.0701,0.2304,0.5058,0.4029,0.4218,0.158,0.0462,0.6615,6.85,1460,36.15,6
home_data,Random,200,0.3333,0.3333,0.223,0.0,1.0,0.1495,0.0799,0.1806,0.0,0.6667,0.3279,0.3157,0.0641,0.2458,0.5603,0.3814,0.4718,0.1754,0.0119,0.5749,13.7,1460,26.9,6
home_data,Random,250,0.3167,0.3333,0.142,0.1667,0.6667,0.1509,0.0926,0.1517,0.0238,0.5,0.3061,0.3016,0.0507,0.2001,0.4068,0.3999,0.4646,0.1552,0.0308,0.6035,17.12,1460,25.2,6
home_data,Sobol,50,0.35,0.3333,0.152,0.0,0.6667,0.1473,0.0952,0.1455,0.0,0.5,0.3739,0.366,0.0729,0.2427,0.5029,0.4662,0.5223,0.198,0.0056,0.6772,3.42,1460,23.3,6
home_data,Sobol,100,0.4333,0.5,0.1257,0.1667,0.6667,0.4073,0.4,0.2735,0.0588,0.8,0.2957,0.2982,0.0487,0.1792,0.3848,0.2243,0.0892,0.2151,0.0043,0.4973,6.85,1460,10.3,6
home_data,Sobol,200,0.5833,0.6667,0.1268,0.3333,0.8333,0.7044,0.8,0.2129,0.1538,1.0,0.2093,0.1906,0.0466,0.12,0.327,0.0683,0.0172,0.1286,0.0017,0.4261,13.7,1460,5.65,6
home_data,Sobol,250,0.6333,0.6667,0.0684,0.5,0.6667,0.79,0.8,0.0205,0.75,0.8,0.1863,0.1831,0.0194,0.1683,0.2443,0.0177,0.0108,0.0166,0.0017,0.0544,17.12,1460,4.8,6
home_data,Stratified,50,0.2833,0.25,0.1957,0.0,0.6667,0.0666,0.037,0.0897,0.0,0.3333,0.3775,0.3688,0.0454,0.3084,0.4739,0.4715,0.4567,0.1562,0.153,0.6993,3.42,1460,65.65,6
home_data,Stratified,100,0.2917,0.3333,0.1611,0.0,0.6667,0.1252,0.0616,0.2177,0.0,1.0,0.3561,0.3433,0.0719,0.2432,0.5411,0.3669,0.3637,0.1817,0.0704,0.6688,6.85,1460,28.4,6
home_data,Stratified,200,0.3667,0.3333,0.1389,0.1667,0.6667,0.2529,0.1056,0.2883,0.0312,1.0,0.2984,0.2652,0.1514,0.104,0.8437,0.3625,0.4122,0.1604,0.0518,0.5765,13.7,1460,23.65,6
home_data,Stratified,250,0.3833,0.3333,0.2484,0.0,1.0,0.1605,0.0931,0.1715,0.0,0.6,0.2462,0.2423,0.0614,0.0722,0.3485,0.3171,0.3571,0.123,0.0129,0.4965,17.12,1460,25.9,6
pom3d,ActiveLearning,50,0.0857,0.0,0.1077,0.0,0.2857,0.1092,0.0,0.1598,0.0,0.5,0.1881,0.1802,0.0634,0.0473,0.3071,0.0435,0.0345,0.0369,0.0021,0.1155,10.0,500,7.55,7
pom3d,ActiveLearning,100,0.1071,0.1429,0.1215,0.0,0.4286,0.126,0.0889,0.1815,0.0,0.6667,0.1465,0.1557,0.05,0.0365,0.2243,0.0243,0.0204,0.0204,0.0016,0.0866,20.0,500,7.35,7
pom3d,ActiveLearning,200,0.3,0.2857,0.153,0.1429,0.7143,0.2591,0.1667,0.2349,0.0714,1.0,0.0661,0.0426,0.0497,0.0145,0.1604,0.0348,0.0406,0.0178,0.0017,0.0628,40.0,500,9.95,7
pom3d,ActiveLearning,250,0.4429,0.4286,0.1458,0.1429,0.7143,0.4327,0.3485,0.2837,0.125,1.0,0.0278,0.0229,0.0181,0.0091,0.0954,0.0229,0.0255,0.0182,0.0007,0.0524,50.0,500,9.3,7
pom3d,Clustering,50,0.05,0.0,0.0699,0.0,0.1429,0.0925,0.0,0.1426,0.0,0.5,0.1735,0.1709,0.0565,0.0643,0.2921,0.0177,0.014,0.015,0.0002,0.0657,10.0,500,5.65,7
pom3d,Clustering,100,0.2357,0.2143,0.1412,0.0,0.4286,0.3193,0.225,0.262,0.0,1.0,0.148,0.1479,0.0641,0.0431,0.2528,0.0165,0.0154,0.0099,0.0031,0.038,20.0,500,6.4,7
pom3d,Clustering,200,0.5214,0.5714,0.1333,0.2857,0.7143,0.5597,0.5,0.2694,0.1333,1.0,0.146,0.1586,0.0354,0.019,0.1772,0.0243,0.0247,0.0094,0.006,0.0395,40.0,500,7.55,7
pom3d,Clustering,250,0.5857,0.5714,0.1458,0.2857,0.8571,0.5106,0.5,0.1866,0.1538,1.0,0.1245,0.135,0.048,0.0206,0.1806,0.0262,0.0266,0.0064,0.0162,0.0427,50.0,500,8.5,7
pom3d,Diversity,50,0.1214,0.1429,0.0523,0.0,0.1429,0.102,0.1111,0.0537,0.0,0.1667,0.1562,0.1602,0.0287,0.0965,0.216,0.0125,0.0084,0.0108,0.0,0.0415,10.0,500,8.8,7
pom3d,Diversity,100,0.15,0.1429,0.0864,0.0,0.2857,0.1235,0.1181,0.0919,0.0,0.4,0.1249,0.1396,0.0557,0.0315,0.2641,0.0161,0.0143,0.01,0.0011,0.04,20.0,500,9.4,7
pom3d,Diversity,200,0.3643,0.3571,0.1763,0.1429,0.7143,0.3156,0.2792,0.2582,0.0833,1.0,0.094,0.1265,0.064,0.0126,0.1649,0.0254,0.0241,0.0062,0.0101,0.0371,40.0,500,9.55,7
pom3d,Diversity,250,0.4714,0.4286,0.174,0.1429,0.7143,0.4626,0.3485,0.3126,0.0909,1.0,0.0376,0.0175,0.046,0.0091,0.1354,0.0184,0.0231,0.0118,0.0,0.0332,50.0,500,8.65,7
pom3d,LHS,50,0.1214,0.1429,0.1486,0.0,0.5714,0.2026,0.1339,0.2447,0.0,0.6667,0.1914,0.1929,0.0658,0.0177,0.2804,0.0287,0.0255,0.0231,0.0018,0.1092,10.0,500,6.0,7
pom3d,LHS,100,0.1929,0.1429,0.1926,0.0,0.7143,0.2569,0.225,0.2567,0.0,1.0,0.1469,0.1518,0.0663,0.0321,0.2935,0.0262,0.0187,0.0193,0.0033,0.0828,20.0,500,6.5,7
pom3d,LHS,200,0.3571,0.2857,0.2047,0.0,0.7143,0.3708,0.3095,0.2569,0.0,1.0,0.1028,0.0951,0.0792,0.008,0.2497,0.028,0.0268,0.0134,0.0045,0.0589,40.0,500,7.45,7
pom3d,LHS,250,0.4857,0.5,0.1697,0.1429,0.8571,0.5121,0.5,0.2153,0.1429,1.0,0.0928,0.0679,0.08,0.011,0.2564,0.0245,0.029,0.0129,0.0006,0.0417,50.0,500,6.95,7
pom3d,Random,50,0.1357,0.1429,0.157,0.0,0.5714,0.1599,0.1181,0.2122,0.0,0.8,0.1648,0.1755,0.0707,0.0277,0.2914,0.0262,0.0182,0.0236,0.0026,0.0853,10.0,500,7.0,7
pom3d,Random,100,0.2,0.1429,0.1495,0.0,0.5714,0.2572,0.2,0.2552,0.0,1.0,0.1369,0.1412,0.0647,0.0199,0.2687,0.0204,0.0229,0.0123,0.0011,0.046,20.0,500,6.9,7
pom3d,Random,200,0.3929,0.3571,0.1904,0.0,0.7143,0.4319,0.3542,0.2918,0.0,1.0,0.0946,0.1214,0.066,0.0124,0.1702,0.0224,0.0253,0.0139,0.0014,0.0475,40.0,500,7.35,7
pom3d,Random,250,0.5214,0.5,0.2035,0.1429,1.0,0.558,0.5278,0.2717,0.0833,1.0,0.1054,0.1566,0.0803,0.0,0.2592,0.0188,0.0235,0.0133,0.0003,0.0347,50.0,500,7.35,7
pom3d,Sobol,50,0.1071,0.1429,0.1123,0.0,0.2857,0.1791,0.1548,0.207,0.0,0.6667,0.1835,0.1802,0.0532,0.0475,0.2734,0.0308,0.024,0.0252,0.0035,0.0829,10.0,500,6.15,7
pom3d,Sobol,100,0.1857,0.1429,0.1235,0.0,0.4286,0.2826,0.2917,0.2164,0.0,0.75,0.1738,0.1654,0.046,0.0672,0.2664,0.0218,0.0226,0.0108,0.0012,0.0391,20.0,500,5.55,7
pom3d,Sobol,200,0.3429,0.2857,0.1759,0.0,0.5714,0.3873,0.3667,0.235,0.0,1.0,0.1117,0.1554,0.0703,0.0117,0.2071,0.0245,0.0285,0.0119,0.002,0.0436,40.0,500,6.75,7
pom3d,Sobol,250,0.4286,0.4286,0.1854,0.1429,0.7143,0.4426,0.4365,0.2127,0.1,0.8,0.0919,0.1104,0.0708,0.008,0.1977,0.0248,0.0258,0.0108,0.002,0.0416,50.0,500,7.1,7
pom3d,Stratified,50,0.0857,0.0714,0.0972,0.0,0.2857,0.1439,0.05,0.2074,0.0,0.6667,0.1741,0.182,0.0497,0.0585,0.2673,0.0203,0.0164,0.0148,0.0011,0.0607,10.0,500,6.15,7
pom3d,Stratified,100,0.1857,0.1429,0.186,0.0,0.5714,0.1917,0.1548,0.2012,0.0,0.6667,0.1363,0.155,0.0468,0.0281,0.1829,0.0225,0.0176,0.018,0.0003,0.0662,20.0,500,8.4,7
pom3d,Stratified,200,0.3143,0.2857,0.1944,0.0,0.7143,0.3532,0.2361,0.3064,0.0,1.0,0.1346,0.1408,0.0725,0.0174,0.2645,0.0232,0.0261,0.0102,0.0035,0.0362,40.0,500,8.1,7
pom3d,Stratified,250,0.45,0.4286,0.1689,0.1429,0.7143,0.4949,0.4365,0.2486,0.1111,1.0,0.0784,0.0304,0.0763,0.0091,0.2707,0.0201,0.0229,0.015,0.0011,0.0526,50.0,500,7.0,7
